Result Time,Granularity Period,Object Name,Reliability,Location Update Requests,LUSR,LUSR_denom,LUSR_nom,Number of First Pagings to A Interface,Number of First Paging Responses from A Interface,Number of Repeated Paging Responses from A Interface,Paging_Success_Rates,Paging_Success_Rates_Denom,Paging_Success_Rates_Nom,Successful Location Updates During Roaming,Successful Location Updates in the VLR
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=WAZB01-LAI3, GCI=6410104EC",Reliable,0,,0,0,0,0,0,,0,0,0,0
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=WAZB01-LAI2, GCI=6410104DC",Reliable,15484,96.913,15484,15006,6467,6051,276,95.59,6939,6633,4529,10477
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=WAZB01-LAI1, GCI=6410104D8",Reliable,23283,91.39299999999999,23283,21279,8811,8207,416,96.325,9441,9094,4232,17047
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=LRZB01-LAI1, GCI=6410104C4",Reliable,21780,90.14200000000001,21780,19633,9580,8876,449,95.426,10363,9889,3053,16580
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=MDZB01_LAI2, GCI=6410104BF",Reliable,16954,89.118,16954,15109,6432,5857,403,94.87299999999999,7178,6810,3947,11162
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=MDZB01_LAI1, GCI=6410104BA",Reliable,20049,91.301,20049,18305,7567,7080,357,96.699,8422,8144,3232,15073
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=MDZB02-LAI2, GCI=6410104B1",Reliable,6145,83.971,6145,5160,1519,1438,75,97.361,1667,1623,1074,4086
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=MDZB02-LAI1, GCI=6410104B0",Reliable,25575,82.95200000000001,25575,21215,8988,8422,391,96.443,10092,9733,3404,17811
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=FPZB02-LAI4, GCI=6410104A9",Reliable,20304,88.89399999999999,20304,18049,10261,9441,415,94.29899999999999,11332,10686,4612,13437
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=FPZB02-LAI3, GCI=6410104A8",Reliable,13068,96.15100000000001,13068,12565,5550,5095,246,94.84200000000001,5952,5645,3020,9545
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=FPZB02-LAI2, GCI=6410104A7",Reliable,15878,94.666,15878,15031,7427,6982,287,96.50299999999999,8036,7755,3286,11745
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=FPZB02-LAI1, GCI=6410104A6",Reliable,14416,95.845,14416,13817,7196,6838,210,96.865,7910,7662,2687,11130
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=FPZB01_LAI4, GCI=641010482",Reliable,21136,92.64299999999999,21136,19581,8379,7954,316,97.095,9328,9057,2793,16788
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=FPZB01_LAI3, GCI=641010480",Reliable,0,,0,0,0,0,0,,0,0,0,0
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=FPZB01-LAI2, GCI=64101047F",Reliable,27332,95.544,27332,26114,10891,10092,521,95.88600000000001,11618,11140,6226,19888
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=FPZB01-LAI1, GCI=64101047E",Reliable,15997,93.705,15997,14990,6412,6159,200,97.43700000000001,7178,6994,2390,12600
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=RWZB01-LAI3, GCI=64101046E",Reliable,14712,96.15299999999999,14712,14146,8870,8425,318,97.654,9507,9284,2377,11769
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=RWZB01-LAI1, GCI=64101046B",Reliable,15917,94.176,15917,14990,8074,7627,281,96.87799999999999,8776,8502,2101,12889
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=RWZB01-LAI2, GCI=64101046A",Reliable,12113,93.329,12113,11305,4746,4409,209,95.665,5190,4965,3025,8280
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=RWZB02-LAI1, GCI=64101044C",Reliable,26747,93.338,26747,24965,13821,13143,411,96.95299999999999,14802,14351,2813,22152
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=FPZRNC-LAI1, SAI=641010AC8",Reliable,104161,99.719,104161,103868,0,0,0,96.895,12947,12545,1933,101935
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=BUHRNC9-LAI2, SAI=641010961",Reliable,9729,89.18700000000001,9729,8677,0,0,0,97.90299999999999,6868,6724,291,8386
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=BUHBSC6-LAI2, GCI=6410108FD",Reliable,13784,94.81299999999999,13784,13069,6780,6517,188,97.471,7751,7555,552,12517
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=AHHBSC04_LAI4, GCI=641011454",Reliable,14707,94.792,14707,13941,7805,6963,453,93.35,8602,8030,4471,9470
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=BUHBSC6-LAI4, GCI=6410108FE",Reliable,28384,95.58200000000001,28384,27130,10026,9777,199,98.28299999999999,11355,11160,893,26237
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=BUHBSC6-LAI5, GCI=641010900",Reliable,10947,90.554,10947,9913,5431,5245,119,97.92,6059,5933,494,9419
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=BUHRNC9-LAI3, SAI=641010962",Reliable,2395,87.307,2395,2091,0,0,0,96.04799999999999,2227,2139,155,1936
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=MLHRNC1-LAI2, SAI=641010DB6",Reliable,93568,99.485,93568,93086,1,1,0,96.84100000000001,15035,14560,966,92120
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=AHHRNC10-TEST_LAI, SAI=641010A50",Reliable,21776,98.632,21776,21478,9,0,10,97.25399999999999,14276,13884,359,21119
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=AHHRNC10-A52, SAI=641010A52",Reliable,16959,91.792,16959,15567,1,0,1,98.20700000000001,13052,12818,509,15058
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=AHHRNC10-A51, SAI=641010A51",Reliable,17974,93.869,17974,16872,5,0,5,97.905,14896,14584,373,16499
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=JNHBSC1_LAI6, GCI=641011B99",Reliable,10818,96.478,10818,10437,4842,4491,212,95.585,5209,4979,2629,7808
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=MLHBSC1-LAI_1, GCI=64101177D",Reliable,19185,93.031,19185,17848,6265,5836,241,95.512,6796,6491,3487,14361
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=RWZRNC-LAI3, SAI=641010A47",Reliable,82456,99.64200000000001,82456,82161,1,0,1,97.931,7879,7716,1082,81079
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=FPZRNC-LAI3, SAI=641010AC9",Reliable,43486,99.694,43486,43353,1,0,1,96.274,4751,4574,1279,42074
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=AHHBSC5-LAI04, GCI=64101139A",Reliable,3767,88.29299999999999,3767,3326,783,753,20,97.044,1015,985,203,3123
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=AHHBSC5-LAI06, GCI=64101139C",Reliable,5803,89.816,5803,5212,1360,1313,35,97.96799999999999,1624,1591,321,4891
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=AHHBSC5-LAI05, GCI=64101139B",Reliable,4953,85.463,4953,4233,1706,1669,28,98.861,1931,1909,191,4042
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=MLHBSC1-LAI_5, GCI=64101177E",Reliable,19042,96.48700000000001,19042,18373,7391,6760,390,95.294,7969,7594,3662,14711
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=AHHBSC04_LAI3, GCI=641011455",Reliable,4976,93.40799999999999,4976,4648,1905,1600,157,86.931,2173,1889,2858,1790
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=MDZRNC-LAI8, SAI=641010AAA",Reliable,66036,98.587,66036,65103,0,0,0,97.855,6945,6796,1138,63965
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=JNHBSC1_LAI7, GCI=641011B93",Reliable,9260,93.704,9260,8677,5051,4812,141,97.331,5621,5471,930,7747
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=JNHBSC1_LAI6, GCI=641011B94",Reliable,12385,94.542,12385,11709,6534,6140,240,96.476,7009,6762,2185,9524
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=AHHBSC15-LAI3, GCI=6410113A8",Reliable,17775,92.85,17775,16504,8685,8444,177,98.25399999999999,9739,9569,641,15863
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=AHHBSC15-LAI2, GCI=6410113A7",Reliable,14768,83.579,14768,12343,5530,5391,150,99.05,6318,6258,551,11792
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=AHHBSC15-LAI1, GCI=6410113A6",Reliable,18509,91.977,18509,17024,9844,9551,266,98.212,11240,11039,798,16226
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=BUHRNC11-LAI3, SAI=64101096C",Reliable,19091,97.685,19091,18649,5,0,5,97.61,17071,16663,390,18259
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=BUHRNC11-LAI2, SAI=64101096B",Reliable,10591,89.585,10591,9488,1,0,1,97.991,10901,10682,302,9186
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=BUHRNC11-LAI1, SAI=64101096A",Reliable,12086,82.964,12086,10027,1,0,1,97.885,10404,10184,330,9697
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=BUHBSC16-LAI3, GCI=641010908",Reliable,13732,90.264,13732,12395,5544,5359,129,97.964,6238,6111,569,11826
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=BUHBSC16-LAI2, GCI=641010907",Reliable,13839,90.744,13839,12558,4778,4592,119,97.745,5410,5288,528,12030
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=BUHBSC16-LAI1, GCI=641010906",Reliable,18414,91.691,18414,16884,9563,9276,238,98.565,10803,10648,836,16048
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=WAZR01_LAI1, SAI=641010A9B",Reliable,85293,99.693,85293,85031,0,0,0,97.208,11426,11107,1619,83412
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=MDZR02_LAC1, SAI=641010AB4",Reliable,23807,99.177,23807,23611,0,0,0,98.113,5087,4991,584,23027
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=MDZB01_LAI3, GCI=6410104AC",Reliable,16048,94.566,16048,15176,7640,7243,279,96.41,8524,8218,2384,12792
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=MDZB01_LAI4, GCI=6410104AD",Reliable,0,,0,0,0,0,0,,0,0,0,0
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=MDZB01_LAI5, GCI=6410104AE",Reliable,14866,95.87,14866,14252,5481,5214,240,97.398,6150,5990,2225,12027
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=MDZR02_LAC2, SAI=641010B2C",Reliable,91141,99.569,91141,90748,0,0,0,96.63600000000001,15635,15109,1996,88752
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=FPZR02_LAC1, SAI=641010ACD",Reliable,67822,99.62700000000001,67822,67569,0,0,0,96.04299999999999,6848,6577,1133,66436
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=BUMSC1-NULL BROADCAST LAI, GCI=64101FFFA",Reliable,0,,0,0,0,0,0,,0,0,0,0
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=JNHRNC6_LAI4, SAI=641011220",Reliable,43992,99.059,43992,43578,1,0,1,97.265,11629,11311,478,43100
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=BUHRNC3-LAI3, SAI=6410107EA",Reliable,29542,98.575,29542,29121,5,0,5,97.831,17339,16963,581,28540
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=JNHBSC1_LAI8, GCI=641011B92",Reliable,8948,96.48,8948,8633,5320,4954,188,95.736,5676,5434,1735,6898
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=AHHBSC04_LAI5, GCI=641011456",Reliable,10870,95.419,10870,10372,5772,5376,229,95.45700000000001,6383,6093,2092,8280
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=AHHRNC4-LAI4, SAI=641010A4A",Reliable,69243,98.41,69243,68142,1,0,1,97.695,19086,18646,590,67552
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=AHHRNC4-LAI3, SAI=641010A49",Reliable,39003,98.205,39003,38303,3,0,3,97.70200000000001,15360,15007,549,37754
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=JNHBSC2_LAI6, GCI=641011B9C",Reliable,8760,96.05,8760,8414,5341,4824,252,93.56700000000001,5736,5367,2001,6413
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=AHHRNC10-A53, SAI=641010A53",Reliable,20917,94.712,20917,19811,2,0,2,97.48100000000001,16513,16097,517,19294
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=MLHRNC1-LAI2, SAI=641010DB1",Reliable,64207,99.455,64207,63857,1,0,1,96.73100000000001,9086,8789,739,63118
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=AHHBSC5-LAI-TEST, GCI=641010079",Reliable,0,,0,0,0,0,0,,0,0,0,0
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=RWHRNC5-LAI5, SAI=641010E1A",Reliable,38401,99.46600000000001,38401,38196,1,0,1,96.694,12221,11817,721,37475
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=FPZR02_LAC2, SAI=641010ACE",Reliable,44652,99.742,44652,44537,0,0,0,96.57700000000001,10634,10270,1106,43431
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=AHHRNC12_LAI1, SAI=641010A6E",Reliable,26966,96.573,26966,26042,4,0,4,97.646,13723,13400,583,25459
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=MKHBSC17-LAI2, GCI=64101232A",Reliable,11419,96.427,11419,11011,6726,6285,241,95.80799999999999,7324,7017,1935,9076
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=MKHBSC17-LAI1, GCI=641012329",Reliable,21951,94.76100000000001,21951,20801,12641,11694,477,94.773,13871,13146,3927,16874
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=RWHBSC14-LAI2, GCI=641010520",Reliable,13239,96.352,13239,12756,4996,4587,238,95.225,5319,5065,3123,9633
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=RWHBSC14-LAI1, GCI=64101051F",Reliable,26443,95.655,26443,25294,9337,8706,410,95.87100000000001,10171,9751,6044,19250
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=AHHRNC12-TEST_LAI2, SAI=641010A6F",Reliable,59692,99.36,59692,59310,4,0,4,97.02799999999999,19717,19131,858,58452
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=AHHBSC18-LAI2, GCI=6410108A3",Reliable,10813,91.87100000000001,10813,9934,6713,6496,133,97.91,7512,7355,360,9574
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=AHHBSC18-LAI1, GCI=6410108A2",Reliable,7004,91.876,7004,6435,3454,3357,76,98.321,3932,3866,302,6133
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=MKHBSC17-LAI6, GCI=64101232E",Reliable,9882,94.212,9882,9310,4329,4054,152,95.245,4753,4527,2242,7068
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=MKHBSC17-LAI5, GCI=64101232D",Reliable,13030,94.896,13030,12365,5467,4929,248,93.382,5908,5517,4351,8014
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=MKHBSC17-LAI4, GCI=64101232C",Reliable,7381,95.61,7381,7057,3932,3627,164,94.779,4329,4103,1442,5615
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=MKHBSC17-LAI3, GCI=64101232B",Reliable,9387,96.037,9387,9015,6794,6555,139,97.741,7524,7354,588,8427
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=RWHBSC14-LAI4, GCI=641010522",Reliable,10865,96.493,10865,10484,4417,4196,119,96.274,4777,4599,1986,8498
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=RWHBSC14-LAI3, GCI=641010521",Reliable,11074,94.80799999999999,11074,10499,6521,6316,126,98.09,7119,6983,627,9872
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=BUHBSC08-LAI2, GCI=64101083F",Reliable,16730,83.383,16730,13950,8476,8222,174,98.102,9852,9665,598,13352
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=BUHBSC08-LAI1, GCI=64101083E",Reliable,9052,94.775,9052,8579,5084,4779,181,96.07,5649,5427,1664,6915
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=LRZB01-LAI2, GCI=6410104C5",Reliable,24629,91.59899999999999,24629,22560,10286,9873,242,96.97,11089,10753,7441,15119
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=AHHBSC18-LAI3, GCI=6410108A4",Reliable,7303,91.70200000000001,7303,6697,3934,3778,92,97.51299999999999,4423,4313,566,6131
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=AHHBSC18-LAI5, GCI=6410108A6",Reliable,12311,92.819,12311,11427,5158,4997,117,97.926,5881,5759,525,10902
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=AHHBSC18-LAI4, GCI=6410108A5",Reliable,9002,94.37899999999999,9002,8496,3603,3507,90,98.56299999999999,4107,4048,417,8079
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=BUHBSC08-LAI4, GCI=641010841",Reliable,16145,90.54799999999999,16145,14619,8318,8030,179,97.84100000000001,9355,9153,682,13937
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=BUHBSC08-LAI3, GCI=641010840",Reliable,12074,93.946,12074,11343,8341,8092,141,97.985,9181,8996,641,10702
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=BUHBSC08-LAI5, GCI=641010842",Reliable,15033,94.71799999999999,15033,14239,6246,6019,158,97.57700000000001,7056,6885,1497,12742
2024-05-25 00:00+03:00,60,"BUMSC1/Site:LABEL=BUHBSC08-LAI6, GCI=641010843",Reliable,15841,94.76,15841,15011,7677,7324,226,96.906,8532,8268,2166,12845
2024-05-25 00:00+03:00,60,"BUMSC2/Site:LABEL=JNHBSC2_LAI5, GCI=641011B9F",Reliable,9816,95.29299999999999,9816,9354,7156,6794,196,96.61200000000001,7793,7529,1033,8321
2024-05-25 00:00+03:00,60,"BUMSC2/Site:LABEL=JNHBSC2_LAI4, GCI=641011B9E",Reliable,12819,95.71700000000001,12819,12270,7386,6921,275,96.103,7955,7645,1683,10587
2024-05-25 00:00+03:00,60,"BUMSC2/Site:LABEL=JNHBSC2_LAI3, GCI=641011B9D",Reliable,8405,96.62100000000001,8405,8121,5270,4907,201,95.096,5730,5449,1627,6494
2024-05-25 00:00+03:00,60,"BUMSC2/Site:LABEL=JNHBSC2_LAI1, GCI=641011B9B",Reliable,18708,90.052,18708,16847,7832,7449,229,96.819,8425,8157,2013,14834
2024-05-25 00:00+03:00,60,"BUMSC2/Site:LABEL=JNHBSC1_LAI5, GCI=641011B9A",Reliable,8828,95.70700000000001,8828,8449,5528,5309,133,97.551,6002,5855,971,7478
2024-05-25 00:00+03:00,60,"BUMSC2/Site:LABEL=JNHBSC1_LAI4, GCI=641011B98",Reliable,14109,91.374,14109,12892,10308,9948,248,97.904,11403,11164,1082,11810
2024-05-25 00:00+03:00,60,"BUMSC2/Site:LABEL=JNHBSC1_LAI3, GCI=641011B97",Reliable,9548,96.743,9548,9237,5212,4862,205,95.71,5595,5355,1950,7287
2024-05-25 00:00+03:00,60,"BUMSC2/Site:LABEL=JNHBSC1_LAI2, GCI=641011B96",Reliable,9980,96.50299999999999,9980,9631,6706,6303,251,96.449,7321,7061,1531,8100
2024-05-25 00:00+03:00,60,"BUMSC2/Site:LABEL=JNHBSC1_LAI1, GCI=641011B95",Reliable,7171,95.412,7171,6842,4220,3988,115,96.685,4585,4433,955,5887
2024-05-25 00:00+03:00,60,"BUMSC2/Site:LABEL=MLHBSC1-LAI-1, GCI=64101177C",Reliable,20240,94.96,20240,19220,10860,10379,300,97.47,11738,11441,2024,17196
2024-05-25 00:00+03:00,60,"BUMSC2/Site:LABEL=MLHBSC5-LAI1, GCI=64101177B",Reliable,29622,90.99,29622,26953,8808,8232,310,95.531,9465,9042,4356,22597
2024-05-25 00:00+03:00,60,"BUMSC2/Site:LABEL=AHHBSC04_LAI3, GCI=641011453",Reliable,12905,96.18799999999999,12905,12413,6338,6020,179,96.167,7070,6799,1547,10866
2024-05-25 00:00+03:00,60,"BUMSC2/Site:LABEL=AHHBSC04_LAI2, GCI=641011452",Reliable,10711,90.178,10711,9659,6853,6531,197,97.2,8214,7984,1154,8505
2024-05-25 00:00+03:00,60,"BUMSC2/Site:LABEL=AHHBSC04_LAI1, GCI=641011451",Reliable,15197,96.40100000000001,15197,14650,9367,8734,367,95.684,10358,9911,2680,11970
2024-05-25 00:00+03:00,60,"BUMSC2/Site:LABEL=AHHBSC18-LAI9, GCI=641010FB0",Reliable,14677,96.266,14677,14129,7590,7340,189,97.86399999999999,8568,8385,1042,13087
2024-05-25 00:00+03:00,60,"BUMSC2/Site:LABEL=AHHBSC18-LAI8, GCI=641010FAE",Reliable,16822,92.664,16822,15588,8325,8063,209,98.219,9545,9375,617,14971
2024-05-25 00:00+03:00,60,"BUMSC2/Site:LABEL=AHHBSC18-LAI7, GCI=641010FAD",Reliable,15319,94.164,15319,14425,7796,7548,196,97.92299999999999,8761,8579,813,13612
2024-05-25 00:00+03:00,60,"BUMSC2/Site:LABEL=AHHBSC18-LAI6, GCI=641010FAC",Reliable,13761,95.26899999999999,13761,13110,8617,8384,208,98.475,9901,9750,622,12488
2024-05-25 00:00+03:00,60,"BUMSC2/Site:LABEL=BUHBSC6-LAI1, GCI=6410108FC",Reliable,17536,91.17200000000001,17536,15988,9097,8824,203,98.22200000000001,10239,10057,545,15443
2024-05-25 00:00+03:00,60,"BUMSC2/Site:LABEL=WAZB01-LAI4, GCI=6410104ED",Reliable,10296,95.37700000000001,10296,9820,5003,4583,272,95.531,5326,5088,1980,7840
2024-05-25 00:00+03:00,60,"BUMSC2/Site:LABEL=WAZB01-LAI3, GCI=6410104EC",Reliable,0,,0,0,0,0,0,,0,0,0,0
2024-05-25 00:00+03:00,60,"BUMSC2/Site:LABEL=WAZB01-LAI2, GCI=6410104DC",Reliable,15878,95.831,15878,15216,6489,5996,262,94.55799999999999,7019,6637,4378,10838
2024-05-25 00:00+03:00,60,"BUMSC2/Site:LABEL=WAZB01-LAI1, GCI=6410104D8",Reliable,23507,90.884,23507,21364,8662,8034,486,96.551,9395,9071,4275,17089
