Result Time,Granularity Period,Object Name,Reliability,Location Update Requests,LUSR,LUSR_denom,LUSR_nom,Number of First Pagings to A Interface,Number of First Paging Responses from A Interface,Number of Repeated Paging Responses from A Interface,Paging_Success_Rates,Paging_Success_Rates_Denom,Paging_Success_Rates_Nom,Successful Location Updates During Roaming,Successful Location Updates in the VLR
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=AHHRNC12_LAI3, SAI=641010FB6",Reliable,14981,97.04299999999999,14981,14538,0,0,0,99.15899999999999,11180,11086,363,14175
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=AHHRNC12_LAI2, SAI=641010FB4",Reliable,34896,99.344,34896,34667,1,0,1,97.944,7248,7099,476,34191
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=RWHRNC5-LAI1, SAI=641010E10",Reliable,54189,99.84700000000001,54189,54106,0,0,0,97.64,4619,4510,835,53271
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=MLHRNC1-LAI1, SAI=641010DAC",Reliable,43501,99.50299999999999,43501,43285,0,0,0,99.131,8512,8438,633,42652
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=LRZRNC_LAI1, SAI=641010ABE",Reliable,64314,99.44200000000001,64314,63955,0,0,0,98.257,12047,11837,1802,62153
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=MDZRNC-LAI1, SAI=641010AA0",Reliable,29370,98.727,29370,28996,0,0,0,99.098,4103,4066,709,28287
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=AHHRNC4_LAI3, SAI=641010A48",Reliable,11813,95.166,11813,11242,0,0,0,99.301,12165,12080,308,10934
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=RWZRNC-LAI1, SAI=641010A46",Reliable,31768,99.685,31768,31668,0,0,0,99.102,4011,3975,442,31226
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=AHHRNC4-LAI2, SAI=641010A3C",Reliable,36278,99.38799999999999,36278,36056,0,0,0,99.085,15079,14941,519,35537
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=AHHRNC4-LAI1, SAI=641010A32",Reliable,9386,92.15899999999999,9386,8650,0,0,0,99.03299999999999,7656,7582,296,8354
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=BUHRNC3-LAI1, SAI=641010A28",Reliable,0,,0,0,0,0,0,,0,0,0,0
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=BUHRNC9-LAI1, SAI=641010960",Reliable,13141,88.19,13141,11589,1,0,1,99.21700000000001,12395,12298,441,11148
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=BUHRNC3_LAI3, SAI=6410107ED",Reliable,16783,90.461,16783,15182,0,0,0,99.07799999999999,12900,12781,522,14660
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=BUHRNC3-LAI2, SAI=6410107E9",Reliable,23659,96.73700000000001,23659,22887,2,0,2,99.024,16291,16132,622,22265
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=RWZB02-LAI1, GCI=64101044C",Reliable,28917,95.10700000000001,28917,27502,10176,9478,327,95.853,10971,10516,1997,25505
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=FPZRNC-LAI1, SAI=641010AC8",Reliable,86284,99.704,86284,86029,0,0,0,98.679,10071,9938,1641,84388
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=BUHRNC9-LAI2, SAI=641010961",Reliable,5936,87.46600000000001,5936,5192,0,0,0,98.882,4471,4421,250,4942
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=BUHBSC6-LAI2, GCI=6410108FD",Reliable,10894,94.639,10894,10310,3062,3011,54,99.344,3658,3634,340,9970
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=AHHBSC04_LAI4, GCI=641011454",Reliable,12133,96.464,12133,11704,4239,3874,272,96.104,4697,4514,2521,9183
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=BUHBSC6-LAI4, GCI=6410108FE",Reliable,21329,96.001,21329,20476,4897,4775,102,98.935,5634,5574,577,19899
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=BUHBSC6-LAI5, GCI=641010900",Reliable,9779,92.76,9779,9071,2671,2632,42,99.13,3105,3078,366,8705
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=BUHRNC9-LAI3, SAI=641010962",Reliable,2195,90.524,2195,1987,0,0,0,97.65100000000001,1916,1871,152,1835
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=MLHRNC1-LAI2, SAI=641010DB6",Reliable,94368,99.45100000000001,94368,93850,0,0,0,98.36399999999999,13567,13345,908,92942
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=AHHRNC10-TEST_LAI, SAI=641010A50",Reliable,12227,97.40700000000001,12227,11910,2,0,2,99.26899999999999,11076,10995,356,11554
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=AHHRNC10-A52, SAI=641010A52",Reliable,8048,90.084,8048,7250,0,0,0,99.193,9423,9347,411,6839
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=AHHRNC10-A51, SAI=641010A51",Reliable,9652,94.074,9652,9080,2,0,2,99.109,10999,10901,331,8749
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=JNHBSC1_LAI6, GCI=641011B99",Reliable,13217,97.24600000000001,13217,12853,3156,2978,136,97.443,3403,3316,2460,10393
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=MLHBSC1-LAI_1, GCI=64101177D",Reliable,20769,94.51100000000001,20769,19629,4928,4562,177,95.363,5305,5059,3259,16370
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=RWZRNC-LAI3, SAI=641010A47",Reliable,82463,99.811,82463,82307,0,0,0,98.555,6644,6548,896,81411
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=FPZRNC-LAI3, SAI=641010AC9",Reliable,47747,99.791,47747,47647,0,0,0,98.242,3755,3689,1129,46518
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=AHHBSC5-LAI04, GCI=64101139A",Reliable,3956,85.895,3956,3398,499,488,13,98.694,689,680,147,3251
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=AHHBSC5-LAI06, GCI=64101139C",Reliable,5573,92.24799999999999,5573,5141,880,852,24,98.565,1115,1099,285,4856
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=AHHBSC5-LAI05, GCI=64101139B",Reliable,5908,90.809,5908,5365,1531,1482,25,98.20100000000001,1723,1692,235,5130
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=MLHBSC1-LAI_5, GCI=64101177E",Reliable,19162,97.166,19162,18619,5013,4622,246,95.976,5318,5104,3122,15497
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=AHHBSC04_LAI3, GCI=641011455",Reliable,3030,97.03,3030,2940,1049,924,70,91.085,1189,1083,941,1999
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=MDZRNC-LAI8, SAI=641010AAA",Reliable,72165,98.932,72165,71394,0,0,0,98.695,6513,6428,1061,70333
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=JNHBSC1_LAI7, GCI=641011B93",Reliable,9544,96.647,9544,9224,2720,2578,73,96.93799999999999,3103,3008,839,8385
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=JNHBSC1_LAI6, GCI=641011B94",Reliable,13737,96.70200000000001,13737,13284,3898,3711,146,98.243,4268,4193,1926,11358
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=AHHBSC15-LAI2, GCI=6410113A7",Reliable,11428,87.574,11428,10008,2505,2469,48,99.38,3064,3045,392,9616
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=AHHBSC15-LAI1, GCI=6410113A6",Reliable,12863,90.54700000000001,12863,11647,4326,4261,62,99.11200000000001,5180,5134,520,11127
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=BUHRNC11-LAI3, SAI=64101096C",Reliable,8568,96.615,8568,8278,2,0,2,99.32600000000001,12466,12382,304,7974
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=BUHRNC11-LAI2, SAI=64101096B",Reliable,6852,90.20700000000001,6852,6181,0,0,0,99.396,8112,8063,266,5915
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=BUHRNC11-LAI1, SAI=64101096A",Reliable,7235,86.745,7235,6276,0,0,0,99.29,7188,7137,310,5966
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=BUHBSC16-LAI3, GCI=641010908",Reliable,11835,91.491,11835,10828,3065,3016,55,99.524,3569,3552,378,10450
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=BUHBSC16-LAI2, GCI=641010907",Reliable,11249,94.079,11249,10583,2251,2217,29,99.2,2625,2604,333,10250
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=BUHBSC16-LAI1, GCI=641010906",Reliable,16613,95.245,16613,15823,4515,4424,83,99.14,5234,5189,534,15289
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=AHHBSC15-LAI3, GCI=6410113A8",Reliable,14472,93.18700000000001,14472,13486,4201,4124,66,99.26,4999,4962,509,12977
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=WAZR01_LAI1, SAI=641010A9B",Reliable,77389,99.641,77389,77111,0,0,0,98.02799999999999,9485,9298,1585,75526
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=MDZR02_LAC1, SAI=641010AB4",Reliable,30553,99.552,30553,30416,0,0,0,99.096,4315,4276,594,29822
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=MDZB01_LAI3, GCI=6410104AC",Reliable,14213,96.67200000000001,14213,13740,4533,4368,179,98.493,5177,5099,1752,11988
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=MDZB01_LAI4, GCI=6410104AD",Reliable,0,,0,0,0,0,0,,0,0,0,0
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=MDZB01_LAI5, GCI=6410104AE",Reliable,14688,97.28299999999999,14688,14289,3772,3608,146,98.36399999999999,4280,4210,1868,12421
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=MDZR02_LAC2, SAI=641010B2C",Reliable,78646,99.53299999999999,78646,78279,0,0,0,97.93,12418,12161,1492,76787
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=FPZR02_LAC1, SAI=641010ACD",Reliable,59387,99.618,59387,59160,0,0,0,97.79799999999999,4814,4708,1124,58036
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=BUMSC2-NULL BROADCAST LAI, GCI=64101FFFB",Reliable,0,,0,0,0,0,0,,0,0,0,0
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=JNHRNC6_LAI4, SAI=641011220",Reliable,34388,98.88,34388,34003,0,1,0,98.84,9228,9121,540,33463
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=JNHBSC1_LAI8, GCI=641011B92",Reliable,11231,97.391,11231,10938,3240,3006,145,96.56299999999999,3520,3399,1830,9108
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=AHHBSC04_LAI5, GCI=641011456",Reliable,9856,96.804,9856,9541,2850,2688,130,97.022,3224,3128,1577,7964
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=AHHRNC4-LAI4, SAI=641010A4A",Reliable,30461,97.508,30461,29702,0,0,0,99.171,15076,14951,484,29218
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=AHHRNC4-LAI3, SAI=641010A49",Reliable,23496,97.84200000000001,23496,22989,1,0,1,99.09200000000001,12551,12437,526,22463
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=BUHRNC3-LAI3, SAI=6410107EA",Reliable,15780,97.712,15780,15419,1,0,1,99.28200000000001,12538,12448,445,14974
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=JNHBSC2_LAI6, GCI=641011B9C",Reliable,10535,97.133,10535,10233,3290,3029,149,95.73,3560,3408,1922,8311
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=AHHRNC10-A53, SAI=641010A53",Reliable,9626,92.51,9626,8905,0,0,0,98.988,12352,12227,480,8425
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=MLHRNC1-LAI2, SAI=641010DB1",Reliable,57196,99.477,57196,56897,0,0,0,98.55,7105,7002,636,56261
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=AHHBSC5-LAI-TEST, GCI=641010079",Reliable,0,,0,0,0,0,0,,0,0,0,0
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=RWHRNC5-LAI5, SAI=641010E1A",Reliable,37654,99.238,37654,37367,0,0,0,98.963,11190,11074,589,36778
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=FPZR02_LAC2, SAI=641010ACE",Reliable,45465,99.71799999999999,45465,45337,0,0,0,98.51799999999999,7758,7643,1065,44272
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=AHHRNC12_LAI1, SAI=641010A6E",Reliable,25918,97.40700000000001,25918,25246,0,0,0,99.012,10521,10417,557,24689
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=MKHBSC17-LAI2, GCI=64101232A",Reliable,11215,97.191,11215,10900,3560,3407,126,97.98700000000001,3925,3846,1404,9496
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=MKHBSC17-LAI1, GCI=641012329",Reliable,20247,96.404,20247,19519,6880,6491,272,96.97399999999999,7668,7436,2532,16987
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=RWHBSC14-LAI2, GCI=641010520",Reliable,13103,97.039,13103,12715,3338,3140,137,97.323,3586,3490,2235,10480
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=RWHBSC14-LAI1, GCI=64101051F",Reliable,24589,96.06299999999999,24589,23621,5850,5575,214,97.744,6427,6282,4659,18962
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=AHHRNC12-TEST_LAI2, SAI=641010A6F",Reliable,42914,99.115,42914,42534,0,0,0,98.90899999999999,14752,14591,742,41792
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=AHHBSC18-LAI2, GCI=6410108A3",Reliable,9310,94.37200000000001,9310,8786,3200,3138,56,99.072,3663,3629,236,8550
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=AHHBSC18-LAI1, GCI=6410108A2",Reliable,5740,91.986,5740,5280,1718,1693,26,99.21600000000001,2042,2026,253,5027
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=MKHBSC17-LAI6, GCI=64101232E",Reliable,8147,97.005,8147,7903,2186,2107,67,97.65799999999999,2476,2418,1597,6306
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=MKHBSC17-LAI5, GCI=64101232D",Reliable,11525,96.434,11525,11114,3280,3082,130,96.522,3594,3469,3005,8109
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=MKHBSC17-LAI4, GCI=64101232C",Reliable,6373,96.97200000000001,6373,6180,2101,1974,86,96.896,2352,2279,963,5217
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=MKHBSC17-LAI3, GCI=64101232B",Reliable,7900,96.696,7900,7639,3358,3285,54,98.90100000000001,3821,3779,386,7253
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=RWHBSC14-LAI4, GCI=641010522",Reliable,9346,96.244,9346,8995,2621,2513,85,98.303,2888,2839,1460,7535
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=RWHBSC14-LAI3, GCI=641010521",Reliable,9807,95.666,9807,9382,3622,3549,55,99.09700000000001,4096,4059,445,8937
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=BUHBSC08-LAI2, GCI=64101083F",Reliable,15217,88.34899999999999,15217,13444,3802,3720,78,98.98200000000001,4815,4766,529,12915
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=BUHBSC08-LAI1, GCI=64101083E",Reliable,9859,97.038,9859,9567,2832,2680,112,97.23200000000001,3179,3091,1434,8133
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=LRZB01-LAI2, GCI=6410104C5",Reliable,28425,93.727,28425,26642,7033,6816,159,98.296,7629,7499,7903,18739
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=AHHBSC18-LAI3, GCI=6410108A4",Reliable,6619,93.594,6619,6195,1792,1751,42,98.762,2181,2154,362,5833
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=AHHBSC18-LAI5, GCI=6410108A6",Reliable,9835,94.78399999999999,9835,9322,2747,2694,58,99.43700000000001,3196,3178,311,9011
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=AHHBSC18-LAI4, GCI=6410108A5",Reliable,6671,95.23299999999999,6671,6353,1693,1670,17,99.086,1970,1952,206,6147
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=BUHBSC08-LAI4, GCI=641010841",Reliable,14136,92.325,14136,13051,3859,3767,87,99.20299999999999,4642,4605,555,12496
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=BUHBSC08-LAI3, GCI=641010840",Reliable,12368,93.39399999999999,12368,11551,4327,4232,72,98.691,4966,4901,450,11101
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=BUHBSC08-LAI5, GCI=641010842",Reliable,12924,96.495,12924,12471,3269,3161,98,98.50399999999999,3811,3754,1071,11400
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=BUHBSC08-LAI6, GCI=641010843",Reliable,14477,96.73299999999999,14477,14004,4407,4224,126,97.78,5000,4889,1474,12530
2024-05-25 05:00+03:00,60,"BUMSC2/Site:LABEL=BUHRNC09-TEST-LAI, SAI=64101007A",Reliable,0,,0,0,0,0,0,,0,0,0,0
2024-05-25 05:00+03:00,60,"AHMSC4/Site:LABEL=AHMSC4-NULL BROADCAST LAI, GCI=64101FFFD",Reliable,0,,0,0,0,0,0,,0,0,0,0
2024-05-25 05:00+03:00,60,"AHMSC4/Site:LABEL=JNHBSC2_LAI5, GCI=641011B9F",Reliable,10429,96.193,10429,10032,8957,8662,175,98.13799999999999,9506,9329,971,9061
2024-05-25 05:00+03:00,60,"AHMSC4/Site:LABEL=JNHBSC2_LAI4, GCI=641011B9E",Reliable,15506,96.853,15506,15018,10950,10436,276,97.523,11387,11105,1771,13247
2024-05-25 05:00+03:00,60,"AHMSC4/Site:LABEL=JNHBSC2_LAI3, GCI=641011B9D",Reliable,8902,96.574,8902,8597,6488,6228,158,97.57600000000001,6889,6722,1339,7258
2024-05-25 05:00+03:00,60,"AHMSC4/Site:LABEL=JNHBSC2_LAI1, GCI=641011B9B",Reliable,19769,91.709,19769,18130,12115,11727,252,98.47399999999999,12581,12389,1742,16388
2024-05-25 05:00+03:00,60,"AHMSC4/Site:LABEL=JNHBSC1_LAI5, GCI=641011B9A",Reliable,9880,96.387,9880,9523,7534,7371,97,98.835,7985,7892,928,8595
2024-05-25 05:00+03:00,60,"AHMSC4/Site:LABEL=JNHBSC1_LAI4, GCI=641011B98",Reliable,16559,93.70100000000001,16559,15516,12920,12626,180,98.806,13824,13659,953,14563
2024-05-25 05:00+03:00,60,"AHMSC4/Site:LABEL=JNHBSC1_LAI3, GCI=641011B97",Reliable,11294,97.902,11294,11057,6888,6540,191,97.335,7241,7048,1905,9152
2024-05-25 05:00+03:00,60,"AHMSC4/Site:LABEL=JNHBSC1_LAI2, GCI=641011B96",Reliable,11933,97.494,11933,11634,9080,8737,239,98.46799999999999,9532,9386,1384,10250
2024-05-25 05:00+03:00,60,"AHMSC4/Site:LABEL=JNHBSC1_LAI1, GCI=641011B95",Reliable,8817,96.461,8817,8505,5708,5525,115,98.501,6004,5914,978,7527
2024-05-25 05:00+03:00,60,"AHMSC4/Site:LABEL=MLHBSC1-LAI-1, GCI=64101177C",Reliable,21250,95.736,21250,20344,14354,13922,273,98.62,15000,14793,1737,18607
2024-05-25 05:00+03:00,60,"AHMSC4/Site:LABEL=MLHBSC5-LAI1, GCI=64101177B",Reliable,30003,92.461,30003,27741,14729,14062,337,97.264,15316,14897,3551,24190
2024-05-25 05:00+03:00,60,"AHMSC4/Site:LABEL=AHHBSC04_LAI3, GCI=641011453",Reliable,11285,96.083,11285,10843,7411,7255,110,98.727,7932,7831,1008,9835
2024-05-25 05:00+03:00,60,"AHMSC4/Site:LABEL=AHHBSC04_LAI2, GCI=641011452",Reliable,9329,92.475,9329,8627,8139,7954,126,98.89399999999999,8767,8670,703,7924
2024-05-25 05:00+03:00,60,"AHMSC4/Site:LABEL=AHHBSC04_LAI1, GCI=641011451",Reliable,13310,96.927,13310,12901,9914,9574,203,98.061,10519,10315,1633,11268
2024-05-25 05:00+03:00,60,"AHMSC4/Site:LABEL=AHHBSC18-LAI9, GCI=641010FB0",Reliable,13356,97.29,13356,12994,9822,9624,133,98.964,10521,10412,846,12148
2024-05-25 05:00+03:00,60,"AHMSC4/Site:LABEL=AHHBSC18-LAI8, GCI=641010FAE",Reliable,13920,91.322,13920,12712,10516,10378,119,99.476,11441,11381,377,12335
2024-05-25 05:00+03:00,60,"AHMSC4/Site:LABEL=AHHBSC18-LAI7, GCI=641010FAD",Reliable,13394,94.93799999999999,13394,12716,9544,9387,92,99.03,10308,10208,590,12126
2024-05-25 05:00+03:00,60,"AHMSC4/Site:LABEL=AHHBSC18-LAI6, GCI=641010FAC",Reliable,12277,95.031,12277,11667,10075,9945,111,99.441,10921,10860,330,11337
2024-05-25 05:00+03:00,60,"AHMSC4/Site:LABEL=BUHBSC6-LAI1, GCI=6410108FC",Reliable,13561,92.36,13561,12525,10028,9888,79,99.243,10836,10754,301,12224
2024-05-25 05:00+03:00,60,"AHMSC4/Site:LABEL=WAZB01-LAI4, GCI=6410104ED",Reliable,12633,96.64399999999999,12633,12209,7075,6611,278,96.884,7316,7088,1675,10534
2024-05-25 05:00+03:00,60,"AHMSC4/Site:LABEL=WAZB01-LAI3, GCI=6410104EC",Reliable,0,,0,0,0,0,0,,0,0,0,0
2024-05-25 05:00+03:00,60,"AHMSC4/Site:LABEL=WAZB01-LAI2, GCI=6410104DC",Reliable,16441,98.22399999999999,16441,16149,8583,8119,251,96.979,8904,8635,3636,12513
2024-05-25 05:00+03:00,60,"AHMSC4/Site:LABEL=WAZB01-LAI1, GCI=6410104D8",Reliable,25153,92.88799999999999,25153,23364,14894,14020,531,97.23899999999999,15503,15075,3851,19513
2024-05-25 05:00+03:00,60,"AHMSC4/Site:LABEL=LRZB01-LAI1, GCI=6410104C4",Reliable,22753,89.48299999999999,22753,20360,14872,14018,591,97.605,15530,15158,3055,17305
2024-05-25 05:00+03:00,60,"AHMSC4/Site:LABEL=MDZB01_LAI2, GCI=6410104BF",Reliable,14950,91.82600000000001,14950,13728,8675,8136,383,97.274,9207,8956,2688,11040
2024-05-25 05:00+03:00,60,"AHMSC4/Site:LABEL=MDZB01_LAI1, GCI=6410104BA",Reliable,19090,92.383,19090,17636,12009,11519,351,98.419,12654,12454,2466,15170
2024-05-25 05:00+03:00,60,"AHMSC4/Site:LABEL=MDZB02-LAI2, GCI=6410104B1",Reliable,4798,85.306,4798,4093,2563,2433,104,98.103,2688,2637,650,3443
2024-05-25 05:00+03:00,60,"AHMSC4/Site:LABEL=MDZB02-LAI1, GCI=6410104B0",Reliable,24645,85.928,24645,21177,16446,15742,461,98.101,17268,16940,2584,18593
2024-05-25 05:00+03:00,60,"AHMSC4/Site:LABEL=FPZB02-LAI4, GCI=6410104A9",Reliable,18353,93.925,18353,17238,10855,10325,333,97.527,11483,11199,3810,13428
